"","date","time","from","to","vehicle","OD","Type","occupancy_numeric"
"530","2016-09-21","05:56:52 AM","008884715","008884004","L4882","008884715/008884004","L",2
"531","2016-09-21","07:09:46 AM","008833001","008821006","IC2628","008833001/008821006","IC",0
"532","2016-09-21","07:11:16 AM","008822475","008822004","IC4128","008822475/008822004","IC",0
"533","2016-09-21","07:47:07 AM","008814308","008811171","S73457","008814308/008811171","S",1
"534","2016-09-21","07:50:25 AM","008885704","008885753","IC3207","008885704/008885753","IC",2
"535","2016-09-21","07:59:29 AM","008812120","008812005","S32279","008812120/008812005","S",1
"536","2016-09-21","08:01:32 AM","008893013","008812005","P7013","008893013/008812005","P",1
"537","2016-09-21","08:20:32 AM","008892007","008814001","IC507","008892007/008814001","IC",1
"538","2016-09-21","08:34:28 AM","008833001","008812005","IC530","008833001/008812005","IC",2
"539","2016-09-21","08:34:32 AM","008812005","008813003","IC530","008812005/008813003","IC",1
"540","2016-09-21","12:34:25 PM","008822004","008811189","S53588","008822004/008811189","S",2
"541","2016-09-21","02:56:39 PM","008885001","008885704","IC3235","008885001/008885704","IC",1
"542","2016-09-21","03:04:29 PM","008812047","008812062","S103885","008812047/008812062","S",0
"543","2016-09-21","03:04:48 PM","008892007","008814001","IC407","008892007/008814001","IC",2
"544","2016-09-21","03:50:12 PM","008883113","008881000","IC1736","008883113/008881000","IC",1
"545","2016-09-21","04:25:55 PM","008821006","008833001","IC2615","008821006/008833001","IC",1
"546","2016-09-21","04:26:47 PM","008813003","008833209","IC2215","008813003/008833209","IC",1
"547","2016-09-21","04:42:55 PM","008812005","008895646","S61588","008812005/008895646","S",1
"548","2016-09-21","04:43:10 PM","008812005","008895646","S61588","008812005/008895646","S",1
"549","2016-09-21","04:48:33 PM","008812005","008881166","P8802","008812005/008881166","P",1
"550","2016-09-21","05:11:02 PM","008895802","008895000","P8011","008895802/008895000","P",2
"551","2016-09-21","05:32:45 PM","008812005","008893013","P8013","008812005/008893013","P",0
"552","2016-09-21","05:42:49 PM","008892007","008896008","IC716","008892007/008896008","IC",1
"553","2016-09-21","05:57:52 PM","008813003","008892007","IC539","008813003/008892007","IC",2
"554","2016-09-21","08:21:54 PM","008896008","008896115","IC420","008896008/008896115","IC",0
"555","2016-09-21","08:53:58 PM","008813003","008812005","IC3605","008813003/008812005","IC",1
"556","2016-09-21","08:56:41 PM","008814001","008813003","3415","008814001/008813003","Extra",1
"557","2016-09-21","08:56:45 PM","008813003","008812005","3415","008813003/008812005","Extra",2
"558","2016-09-21","08:56:49 PM","008812005","008811189","3415","008812005/008811189","Extra",2
"559","2016-09-21","08:56:53 PM","008811189","008822004","3415","008811189/008822004","Extra",2
"560","2016-09-21","08:56:57 PM","008822004","008821600","3415","008822004/008821600","Extra",2
"561","2016-09-21","08:57:01 PM","008821600","008821717","3415","008821600/008821717","Extra",1
"562","2016-09-21","08:57:05 PM","008821717","008821964","3415","008821717/008821964","Extra",1
"563","2016-09-21","08:57:11 PM","008821964","008821907","3415","008821964/008821907","Extra",0
"564","2016-09-21","09:29:17 PM","008814001","008895760","S61590","008814001/008895760","S",2
"565","2016-09-21","09:29:22 PM","008814001","008895760","S61590","008814001/008895760","S",1
"566","2016-09-21","09:35:39 PM","008892007","008891009","IC542","008892007/008891009","IC",0
"567","2016-09-21","10:00:40 PM","008821006","008821121","1828","008821006/008821121","Extra",0
"568","2016-09-21","10:00:44 PM","008821121","008821196","1828","008821121/008821196","Extra",0
"569","2016-09-21","10:27:25 PM","008833233","008833001","IC2909","008833233/008833001","IC",2
"570","2016-09-21","10:27:36 PM","008833233","008833001","IC2909","008833233/008833001","IC",0
"571","2016-09-21","10:30:19 PM","008874716","008872413","L4579","008874716/008872413","L",0
"572","2016-09-21","11:21:50 PM","008821600","008822004","IC3442","008821600/008822004","IC",0
"573","2016-09-21","11:56:53 PM","008892007","008822004","IC4107","008892007/008822004","IC",1
"574","2016-09-22","01:33:33 AM","008872553","008811601","L4580","008872553/008811601","L",1
"575","2016-09-22","06:37:44 AM","008844008","008844206","IC429","008844008/008844206","IC",1
"576","2016-09-22","06:39:03 AM","008894425","008812005","IC3229","008894425/008812005","IC",1
"577","2016-09-22","06:43:45 AM","008831005","008812005","P7305","008831005/008812005","P",0
"578","2016-09-22","07:31:16 AM","008822004","008814001","IC3128","008822004/008814001","IC",0
"579","2016-09-22","07:38:55 AM","008832573","008821717","IC4337","008832573/008821717","IC",1
"580","2016-09-22","07:39:14 AM","008832573","008832565","IC4337","008832573/008832565","IC",0
"581","2016-09-22","07:39:19 AM","008832565","008832409","IC4337","008832565/008832409","IC",1
"582","2016-09-22","07:39:41 AM","008883311","008812005","IC2408","008883311/008812005","IC",0
"583","2016-09-22","07:39:54 AM","008883311","008814001","IC2408","008883311/008814001","IC",0
"584","2016-09-22","07:44:41 AM","008895505","008895802","P7923","008895505/008895802","P",0
"585","2016-09-22","07:47:09 AM","008841004","008841558","L5277","008841004/008841558","L",1
"586","2016-09-22","07:47:14 AM","008841525","008841608","L5277","008841525/008841608","L",1
"587","2016-09-22","08:00:57 AM","008893013","008812005","P7013","008893013/008812005","P",2
"588","2016-09-22","08:03:00 AM","008819406","008822004","IC2628","008819406/008822004","IC",0
"589","2016-09-22","08:03:07 AM","008822004","008821121","IC2628","008822004/008821121","IC",0
"590","2016-09-22","08:08:31 AM","008891009","008891140","IC1507","008891009/008891140","IC",1
"591","2016-09-22","08:08:35 AM","008891140","008892007","IC1507","008891140/008892007","IC",1
"592","2016-09-22","08:08:40 AM","008892007","008814001","IC1507","008892007/008814001","IC",1
"593","2016-09-22","08:14:23 AM","008821238","008822343","IC3129","008821238/008822343","IC",1
"594","2016-09-22","08:16:13 AM","008811510","008811445","S83981","008811510/008811445","S",1
"595","2016-09-22","08:19:26 AM","008831401","008814001","IC2229","008831401/008814001","IC",1
"596","2016-09-22","08:19:34 AM","008831401","008814001","P7305","008831401/008814001","P",0
"597","2016-09-22","08:23:47 AM","008892007","008814001","IC507","008892007/008814001","IC",1
"598","2016-09-22","08:23:58 AM","008892007","008814001","IC507","008892007/008814001","IC",1
"599","2016-09-22","08:25:16 AM","008891140","008892007","IC1507","008891140/008892007","IC",1
"600","2016-09-22","08:27:48 AM","008895802","008813003","S32257","008895802/008813003","S",2
"601","2016-09-22","09:38:40 AM","008812005","008822004","IC2007","008812005/008822004","IC",0
"602","2016-09-22","09:38:52 AM","008822004","008821121","IC2007","008822004/008821121","IC",0
"603","2016-09-22","09:52:44 AM","008821121","008821238","IC3330","008821121/008821238","IC",0
"604","2016-09-22","10:04:12 AM","008811601","008811510","S86581","008811601/008811510","S",1
"605","2016-09-22","12:01:54 PM","008841004","008841202","P7444","008841004/008841202","P",2
"606","2016-09-22","12:38:08 PM","008831005","008812005","IC1534","008831005/008812005","IC",0
"607","2016-09-22","12:39:53 PM","008812005","008895646","S61584","008812005/008895646","S",0
"608","2016-09-22","01:33:00 PM","008814308","008813003","IC1912","008814308/008813003","IC",0
"609","2016-09-22","03:50:07 PM","008811189","008822004","3315","008811189/008822004","Extra",0
"610","2016-09-22","04:15:51 PM","008863008","008874005","IC3837","008863008/008874005","IC",1
"611","2016-09-22","04:16:38 PM","008896008","008891009","IC837","008896008/008891009","IC",2
"612","2016-09-22","04:23:18 PM","008821121","008821196","L2666","008821121/008821196","L",0
"613","2016-09-22","05:26:06 PM","008821006","008813003","IC2039","008821006/008813003","IC",1
"614","2016-09-22","05:32:08 PM","008812005","008893013","P8013","008812005/008893013","P",0
"615","2016-09-22","05:33:25 PM","008812005","008821006","IC4516","008812005/008821006","IC",2
"616","2016-09-22","05:52:54 PM","008821006","008892007","IC1839","008821006/008892007","IC",1
"617","2016-09-22","05:56:00 PM","008811213","008813003","S23689","008811213/008813003","S",0
"618","2016-09-22","05:56:24 PM","008811213","008813003","S23689","008811213/008813003","S",0
"619","2016-09-22","06:07:10 PM","008814001","008892007","IC539","008814001/008892007","IC",2
"620","2016-09-22","07:42:23 PM","008833001","008822004","IC4141","008833001/008822004","IC",0
"621","2016-09-22","07:43:23 PM","008812005","008895802","IC3642","008812005/008895802","IC",0
"622","2016-09-22","07:43:49 PM","008895802","008812005","IC2305","008895802/008812005","IC",2
"623","2016-09-22","08:26:56 PM","008892007","008819406","IC2813","008892007/008819406","IC",2
"624","2016-09-22","09:05:30 PM","008814001","008819406","IC3703","008814001/008819406","IC",2
"625","2016-09-22","09:05:35 PM","008814001","008819406","IC3703","008814001/008819406","IC",1
"626","2016-09-22","09:13:10 PM","008841004","008843307","IC2436","008841004/008843307","IC",0
"627","2016-09-22","10:41:52 PM","008813003","008811213","IC1921","008813003/008811213","IC",0
"628","2016-09-22","10:48:07 PM","008861515","008861549","L6279","008861515/008861549","L",0
"629","2016-09-23","06:00:43 AM","008871332","008814209","IC4005","008871332/008814209","IC",1
"630","2016-09-23","06:00:48 AM","008814209","008814001","IC2005","008814209/008814001","IC",2
"631","2016-09-23","07:00:16 AM","008872009","008813003","IC4506","008872009/008813003","IC",0
"632","2016-09-23","07:04:22 AM","008821121","008832409","IC4324","008821121/008832409","IC",1
"633","2016-09-23","07:04:27 AM","008822343","008821121","S11772","008822343/008821121","S",1
"634","2016-09-23","07:25:40 AM","008822004","008822251","S11778","008822004/008822251","S",0
"635","2016-09-23","07:25:51 AM","008822004","008822251","S11778","008822004/008822251","S",0
"636","2016-09-23","07:30:03 AM","008896925","008896008","IC408","008896925/008896008","IC",2
"637","2016-09-23","07:33:35 AM","008822251","008822269","S11778","008822251/008822269","S",0
"638","2016-09-23","07:33:48 AM","008833001","008813003","P7302","008833001/008813003","P",0
"639","2016-09-23","07:36:18 AM","008822269","008811189","S11778","008822269/008811189","S",0
"640","2016-09-23","07:39:25 AM","008883311","008814308","S67574","008883311/008814308","S",2
"641","2016-09-23","07:39:41 AM","008811189","008811148","S11778","008811189/008811148","S",1
"642","2016-09-23","07:39:45 AM","008811148","008811007","S11778","008811148/008811007","S",1
"643","2016-09-23","07:42:54 AM","008821121","008811189","IC3328","008821121/008811189","IC",2
"644","2016-09-23","07:48:09 AM","008821600","008821006","L2878","008821600/008821006","L",0
"645","2016-09-23","07:52:34 AM","008812005","008814308","IC1929","008812005/008814308","IC",0
"646","2016-09-23","07:52:46 AM","008812005","008814308","IC1929","008812005/008814308","IC",0
"647","2016-09-23","07:52:46 AM","008894672","008822772","L2778","008894672/008822772","L",1
"648","2016-09-23","07:56:21 AM","008812120","008812112","S32279","008812120/008812112","S",2
"649","2016-09-23","07:56:24 AM","008812120","008812005","S32279","008812120/008812005","S",2
"650","2016-09-23","07:56:32 AM","008812070","008812062","S32279","008812070/008812062","S",2
"651","2016-09-23","08:12:29 AM","008831401","008813003","P7306","008831401/008813003","P",2
"652","2016-09-23","08:17:48 AM","008811189","008821964","IC3406","008811189/008821964","IC",0
"653","2016-09-23","09:21:59 AM","008821337","008822004","S11981","008821337/008822004","S",0
"654","2016-09-23","09:48:01 AM","008896800","008896008","P8992","008896800/008896008","P",1
"655","2016-09-23","11:17:09 AM","008821196","008821121","L2681","008821196/008821121","L",1
"656","2016-09-23","12:16:36 PM","008822004","008812005","IC4533","008822004/008812005","IC",2
"657","2016-09-23","12:24:57 PM","008893120","008893708","L763","008893120/008893708","L",0
"658","2016-09-23","02:45:07 PM","008812005","008881166","P8800","008812005/008881166","P",0
"659","2016-09-23","03:00:27 PM","008861143","008863008","L4563","008861143/008863008","L",0
"660","2016-09-23","03:00:38 PM","008861143","008861135","L4563","008861143/008861135","L",0
"661","2016-09-23","03:01:04 PM","008814308","008883311","IC3236","008814308/008883311","IC",2
"662","2016-09-23","03:08:34 PM","008841004","008841558","IC3814","008841004/008841558","IC",2
"663","2016-09-23","03:08:42 PM","008841004","008841558","IC3814","008841004/008841558","IC",2
"664","2016-09-23","03:08:48 PM","008841004","008841558","IC3814","008841004/008841558","IC",1
"665","2016-09-23","03:08:55 PM","008841004","008841558","IC3814","008841004/008841558","IC",0
"666","2016-09-23","03:09:21 PM","008871100","008872009","IC3814","008871100/008872009","IC",0
"667","2016-09-23","03:14:00 PM","008883311","008883436","IC3236","008883311/008883436","IC",2
"668","2016-09-23","03:19:08 PM","008883436","008886009","IC3236","008883436/008886009","IC",2
"669","2016-09-23","03:33:07 PM","008811676","008811601","S86385","008811676/008811601","S",1
"670","2016-09-23","03:33:35 PM","008813003","008892007","IC536","008813003/008892007","IC",2
"671","2016-09-23","03:58:08 PM","008811601","008811304","IC2136","008811601/008811304","IC",1
"672","2016-09-23","04:11:16 PM","008813003","008872009","IC4536","008813003/008872009","IC",0
"673","2016-09-23","04:21:11 PM","008812005","008841202","P8444","008812005/008841202","P",2
"674","2016-09-23","04:24:31 PM","008892007","008896008","IC436","008892007/008896008","IC",2
"675","2016-09-23","04:34:50 PM","008812005","008841202","P8444","008812005/008841202","P",2
"676","2016-09-23","04:34:58 PM","008821006","008893120","IC723","008821006/008893120","IC",0
"677","2016-09-23","04:36:07 PM","008812005","008821121","IC4515","008812005/008821121","IC",2
"678","2016-09-23","04:47:29 PM","008863008","008811601","IC2437","008863008/008811601","IC",2
"679","2016-09-23","04:56:09 PM","008896800","008896909","IC816","008896800/008896909","IC",1
"680","2016-09-23","05:11:22 PM","008821121","008896008","IC716","008821121/008896008","IC",1
"681","2016-09-23","05:22:19 PM","008814001","008883006","IC1738","008814001/008883006","IC",2
"682","2016-09-23","05:23:40 PM","008812005","008813003","IC2238","008812005/008813003","IC",2
"683","2016-09-23","05:23:53 PM","008814001","008895836","IC2238","008814001/008895836","IC",2
"684","2016-09-23","05:24:21 PM","008812005","008813003","IC2238","008812005/008813003","IC",2
"685","2016-09-23","05:24:30 PM","008895836","008895802","IC2238","008895836/008895802","IC",1
"686","2016-09-23","05:26:37 PM","008814001","008883006","IC1738","008814001/008883006","IC",2
"687","2016-09-23","05:26:43 PM","008814001","008883006","IC3438","008814001/008883006","IC",2
"688","2016-09-23","05:26:50 PM","008814001","008883006","IC3738","008814001/008883006","IC",2
"689","2016-09-23","05:27:09 PM","008814001","008883006","IC3438","008814001/008883006","IC",2
"690","2016-09-23","05:29:29 PM","008895836","008895802","IC2238","008895836/008895802","IC",1
"691","2016-09-23","05:30:48 PM","008821121","008821147","L2967","008821121/008821147","L",1
"692","2016-09-23","05:49:49 PM","008813003","008812005","IC3117","008813003/008812005","IC",2
"693","2016-09-23","05:49:59 PM","008813003","008821006","IC2016","008813003/008821006","IC",2
"694","2016-09-23","05:54:17 PM","008821337","008822004","S11789","008821337/008822004","S",0
"695","2016-09-23","06:04:56 PM","008812005","008813045","S11778","008812005/008813045","S",1
"696","2016-09-23","06:05:00 PM","008811007","008812005","S11778","008811007/008812005","S",1
"697","2016-09-23","06:48:56 PM","008821600","008822004","IC3441","008821600/008822004","IC",0
"698","2016-09-23","07:02:17 PM","008841004","008843208","IC2440","008841004/008843208","IC",2
"699","2016-09-23","07:04:18 PM","008822004","008819406","IC2618","008822004/008819406","IC",1
"700","2016-09-23","07:25:06 PM","008814001","008896008","P8903","008814001/008896008","P",1
"701","2016-09-23","08:06:13 PM","008814001","008015458","THA9437","008814001/008015458","THA",0
"702","2016-09-23","08:51:33 PM","008814001","008892007","IC1543","008814001/008892007","IC",0
"703","2016-09-23","09:57:48 PM","008831401","008833001","IC2643","008831401/008833001","IC",0
"704","2016-09-24","05:38:57 AM","008821006","008812005","IC3327","008821006/008812005","IC",0
"705","2016-09-24","09:08:06 AM","008819406","008814167","IC4042","008819406/008814167","IC",1
"706","2016-09-24","09:28:26 AM","008863008","008814001","IC2133","008863008/008814001","IC",1
"707","2016-09-24","09:42:56 AM","008832458","008821717","IC4330","008832458/008821717","IC",1
"708","2016-09-24","09:43:00 AM","008821717","008821600","IC4330","008821717/008821600","IC",2
"709","2016-09-24","09:43:04 AM","008821600","008821121","IC4330","008821600/008821121","IC",2
"710","2016-09-24","09:43:07 AM","008821121","008821006","IC4330","008821121/008821006","IC",2
"711","2016-09-24","09:43:14 AM","008832433","008832458","IC4330","008832433/008832458","IC",1
"712","2016-09-24","09:43:19 AM","008832409","008832433","IC4330","008832409/008832433","IC",1
"713","2016-09-24","09:43:22 AM","008832565","008832409","IC4330","008832565/008832409","IC",0
"714","2016-09-24","09:43:26 AM","008832573","008832565","IC4330","008832573/008832565","IC",0
"715","2016-09-24","10:07:20 AM","008813003","008812005","IC2510","008813003/008812005","IC",0
"716","2016-09-24","01:21:16 PM","008895208","008892007","L1883","008895208/008892007","L",1
"717","2016-09-24","01:39:28 PM","008844503","008844008","IC536","008844503/008844008","IC",0
"718","2016-09-24","01:39:36 PM","008844008","008841004","IC536","008844008/008841004","IC",0
"719","2016-09-24","03:25:57 PM","008892007","008891140","IC1537","008892007/008891140","IC",0
"720","2016-09-24","06:58:49 PM","008891124","008892007","L569","008891124/008892007","L",1
"721","2016-09-24","07:13:09 PM","008892007","008892080","3640","008892007/008892080","Extra",2
"722","2016-09-24","07:13:13 PM","008892080","008892106","3640","008892080/008892106","Extra",2
"723","2016-09-24","07:17:01 PM","008892106","008892254","3640","008892106/008892254","Extra",1
"724","2016-09-24","07:27:51 PM","008892254","008892205","3640","008892254/008892205","Extra",1
"725","2016-09-24","07:38:09 PM","008892205","008892403","3640","008892205/008892403","Extra",0
"726","2016-09-24","07:58:24 PM","008814001","008813003","IC518","008814001/008813003","IC",2
"727","2016-09-24","09:34:00 PM","008819406","008814001","IC3644","008819406/008814001","IC",2
"728","2016-09-24","09:40:32 PM","008892007","008813003","P7001","008892007/008813003","P",2
"729","2016-09-25","01:28:50 AM","008812070","008813003","S32279","008812070/008813003","S",2
"730","2016-09-25","02:22:53 AM","008864410","008864345","L5557","008864410/008864345","L",1
"731","2016-09-25","02:23:04 AM","008864345","008813003","IC2131","008864345/008813003","IC",2
"732","2016-09-25","08:21:00 AM","008821006","008821121","IC2908","008821006/008821121","IC",0
"733","2016-09-25","08:31:55 AM","008833001","008812005","IC535","008833001/008812005","IC",0
"734","2016-09-25","10:17:23 AM","008892007","008814001","IC509","008892007/008814001","IC",2
"735","2016-09-25","01:19:34 PM","008814415","008811411","S53360","008814415/008811411","S",0
"736","2016-09-25","01:29:33 PM","008863503","008863008","P7662","008863503/008863008","P",0
"737","2016-09-25","02:13:14 PM","007015400","007015440","EUR9108","007015400/007015440","EUR",1
"738","2016-09-25","03:09:21 PM","008822004","008813003","IC2030","008822004/008813003","IC",2
"739","2016-09-25","03:09:33 PM","008822004","008813003","IC4529","008822004/008813003","IC",2
"740","2016-09-25","04:57:56 PM","008872009","008873122","IC3918","008872009/008873122","IC",2
"741","2016-09-25","05:09:11 PM","008833308","008831005","P7311","008833308/008831005","P",2
"742","2016-09-25","05:15:16 PM","008892007","008841004","IC516","008892007/008841004","IC",1
"743","2016-09-25","06:01:03 PM","008814001","008892007","IC538","008814001/008892007","IC",1
"744","2016-09-25","06:02:51 PM","008822004","008822053","L889","008822004/008822053","L",1
"745","2016-09-25","06:12:26 PM","008891009","008813003","IC518","008891009/008813003","IC",1
"746","2016-09-25","07:00:12 PM","008891009","008813003","IC1518","008891009/008813003","IC",2
"747","2016-09-25","07:09:30 PM","008821121","008833001","P8223","008821121/008833001","P",2
"748","2016-09-25","07:57:55 PM","008891009","008812005","IC1519","008891009/008812005","IC",2
"749","2016-09-25","08:24:39 PM","008881000","008814001","IC3722","008881000/008814001","IC",2
"750","2016-09-25","08:49:04 PM","008891009","008891140","IC1519","008891009/008891140","IC",2
"751","2016-09-25","08:49:08 PM","008891140","008892007","IC1519","008891140/008892007","IC",2
"752","2016-09-25","08:49:13 PM","008892007","008814001","IC1519","008892007/008814001","IC",1
"753","2016-09-25","09:51:45 PM","008884004","008885001","P7862","008884004/008885001","P",2
"754","2016-09-25","10:46:41 PM","008814167","008813003","S11757","008814167/008813003","S",0
"755","2016-09-25","10:50:04 PM","008814167","008813003","S11757","008814167/008813003","S",2
"756","2016-09-26","01:42:15 AM","008883006","008814001","P7802","008883006/008814001","P",2
"757","2016-09-26","02:31:04 AM","008821071","008812005","IC3329","008821071/008812005","IC",1
"758","2016-09-26","06:26:29 AM","008841202","008812005","P7444","008841202/008812005","P",2
"759","2016-09-26","06:43:39 AM","008831005","008831401","P7305","008831005/008831401","P",0
"760","2016-09-26","06:44:14 AM","008882206","008881000","IC3827","008882206/008881000","IC",1
"761","2016-09-26","06:47:53 AM","008883808","008814001","S23756","008883808/008814001","S",1
"762","2016-09-26","06:52:20 AM","008831138","008833209","IC2229","008831138/008833209","IC",1
"763","2016-09-26","06:56:19 AM","008831005","008831401","P7215","008831005/008831401","P",2
"764","2016-09-26","06:56:24 AM","008831401","008821832","P7215","008831401/008821832","P",2
"765","2016-09-26","06:56:27 AM","008821832","008821600","P7215","008821832/008821600","P",2
"766","2016-09-26","06:56:32 AM","008821600","008821121","P7215","008821600/008821121","P",2
"767","2016-09-26","06:56:36 AM","008821121","008821006","P7215","008821121/008821006","P",2
"768","2016-09-26","07:00:09 AM","008814001","008814258","IC2028","008814001/008814258","IC",0
"769","2016-09-26","07:00:19 AM","008814001","008814258","S11978","008814001/008814258","S",2
"770","2016-09-26","07:18:54 AM","008893401","008822160","L556","008893401/008822160","L",2
"771","2016-09-26","07:31:52 AM","008811601","008811528","S86580","008811601/008811528","S",0
"772","2016-09-26","07:32:33 AM","008811601","008811304","IC2129","008811601/008811304","IC",2
"773","2016-09-26","07:38:57 AM","008814308","008811007","S23757","008814308/008811007","S",1
"774","2016-09-26","07:50:42 AM","008812047","008812021","S102078","008812047/008812021","S",2
"775","2016-09-26","07:54:50 AM","008814373","008814001","S23757","008814373/008814001","S",1
"776","2016-09-26","07:55:03 AM","008811536","008811510","S83978","008811536/008811510","S",1
"777","2016-09-26","07:57:07 AM","008896115","008814001","P7009","008896115/008814001","P",1
"778","2016-09-26","07:57:20 AM","008896115","008814001","P7009","008896115/008814001","P",1
"779","2016-09-26","07:59:06 AM","008811510","008811437","S83978","008811510/008811437","S",1
"780","2016-09-26","08:22:38 AM","008891009","008892007","IC1808","008891009/008892007","IC",1
"781","2016-09-26","08:33:59 AM","008893013","008893401","L557","008893013/008893401","L",0
"782","2016-09-26","08:34:43 AM","008892007","008896149","IC707","008892007/008896149","IC",0
"783","2016-09-26","08:34:49 AM","008892007","008896008","IC707","008892007/008896008","IC",0
"784","2016-09-26","08:42:36 AM","008812005","008811916","S83958","008812005/008811916","S",1
"785","2016-09-26","08:42:42 AM","008811916","008811304","S83958","008811916/008811304","S",1
"786","2016-09-26","08:42:47 AM","008811304","008811411","S83958","008811304/008811411","S",1
"787","2016-09-26","08:42:53 AM","008811411","008811437","S83958","008811411/008811437","S",1
"788","2016-09-26","09:10:07 AM","008821311","008821121","S11756","008821311/008821121","S",1
"789","2016-09-26","09:10:12 AM","008821121","008896008","IC708","008821121/008896008","IC",2
"790","2016-09-26","11:53:25 AM","008892007","008891009","IC1532","008892007/008891009","IC",1
"791","2016-09-26","12:17:43 PM","008814001","008892007","IC533","008814001/008892007","IC",0
"792","2016-09-26","12:33:08 PM","008832409","008832433","L2983","008832409/008832433","L",0
"793","2016-09-26","12:42:33 PM","008819406","008822004","IC2633","008819406/008822004","IC",2
"794","2016-09-26","12:56:03 PM","008895760","008895802","S61583","008895760/008895802","S",0
"795","2016-09-26","01:48:55 PM","008812005","008831005","IC2214","008812005/008831005","IC",2
"796","2016-09-26","01:57:28 PM","008812005","008831005","IC2214","008812005/008831005","IC",2
"797","2016-09-26","01:58:24 PM","008811916","008812005","IC2435","008811916/008812005","IC",1
"798","2016-09-26","02:01:18 PM","008833001","008831781","IC1514","008833001/008831781","IC",1
"799","2016-09-26","02:06:18 PM","008812005","008811411","S86563","008812005/008811411","S",1
"800","2016-09-26","03:33:31 PM","008883311","008883436","IC3231","008883311/008883436","IC",0
"801","2016-09-26","04:05:50 PM","008833209","008831005","IC2210","008833209/008831005","IC",2
"802","2016-09-26","04:29:48 PM","008892007","008896008","IC715","008892007/008896008","IC",2
"803","2016-09-26","04:31:20 PM","008841400","008841202","IC1708","008841400/008841202","IC",1
"804","2016-09-26","04:42:03 PM","008821121","008831310","IC2616","008821121/008831310","IC",2
"805","2016-09-26","04:53:17 PM","008811189","008822004","IC3415","008811189/008822004","IC",2
"806","2016-09-26","04:53:30 PM","008822004","008821600","IC3415","008822004/008821600","IC",2
"807","2016-09-26","04:53:57 PM","008811189","008822004","IC3316","008811189/008822004","IC",2
"808","2016-09-26","04:54:02 PM","008812005","008811189","IC3316","008812005/008811189","IC",2
"809","2016-09-26","04:58:55 PM","008811007","008812005","P8802","008811007/008812005","P",0
"810","2016-09-26","05:08:39 PM","008893401","008893013","L588","008893401/008893013","L",0
"811","2016-09-26","05:32:36 PM","008833001","008822004","IC4139","008833001/008822004","IC",0
"812","2016-09-26","05:44:13 PM","008821717","008832458","IC4317","008821717/008832458","IC",2
"813","2016-09-26","05:44:16 PM","008821006","008821121","IC4317","008821006/008821121","IC",2
"814","2016-09-26","05:44:20 PM","008821121","008821600","IC4317","008821121/008821600","IC",2
"815","2016-09-26","05:44:24 PM","008821600","008821717","IC4317","008821600/008821717","IC",2
"816","2016-09-26","05:44:28 PM","008832458","008832433","IC4317","008832458/008832433","IC",2
"817","2016-09-26","05:44:32 PM","008832433","008832409","IC4317","008832433/008832409","IC",1
"818","2016-09-26","05:44:36 PM","008832409","008832565","IC4317","008832409/008832565","IC",1
"819","2016-09-26","05:45:04 PM","008814001","008814308","IC3239","008814001/008814308","IC",2
"820","2016-09-26","05:45:58 PM","008813003","008814308","IC3240","008813003/008814308","IC",2
"821","2016-09-26","06:20:00 PM","008833001","008813003","IC1540","008833001/008813003","IC",2
"822","2016-09-26","06:21:01 PM","008885001","008885753","IC3239","008885001/008885753","IC",1
"823","2016-09-26","06:38:40 PM","008813003","008893542","IC3640","008813003/008893542","IC",1
"824","2016-09-26","06:44:17 PM","008812211","008813003","S107016","008812211/008813003","S",2
"825","2016-09-26","06:47:14 PM","008841525","008841558","L5268","008841525/008841558","L",1
"826","2016-09-26","06:47:48 PM","008819406","008821121","IC2639","008819406/008821121","IC",1
"827","2016-09-26","06:57:02 PM","008400530","008821006","THA9376","008400530/008821006","THA",1
"828","2016-09-26","06:59:32 PM","008811411","008812005","S86589","008811411/008812005","S",2
"829","2016-09-26","07:08:27 PM","008812005","008833001","IC517","008812005/008833001","IC",2
"830","2016-09-26","07:20:04 PM","008821121","008821600","IC4319","008821121/008821600","IC",0
"831","2016-09-26","08:03:40 PM","008819406","008812005","IC3729","008819406/008812005","IC",2
"832","2016-09-26","10:18:38 PM","008821121","008821006","IC729","008821121/008821006","IC",1
"833","2016-09-26","10:18:52 PM","008896149","008821006","IC729","008896149/008821006","IC",1
"834","2016-09-27","06:09:41 AM","008841202","008812005","P7444","008841202/008812005","P",2
"835","2016-09-27","06:12:31 AM","008841004","008833001","IC428","008841004/008833001","IC",2
"836","2016-09-27","06:40:50 AM","008831005","008831401","P7305","008831005/008831401","P",0
"837","2016-09-27","06:47:12 AM","008814308","008814001","S61555","008814308/008814001","S",2
"838","2016-09-27","06:50:14 AM","008833605","008813003","P7400","008833605/008813003","P",0
"839","2016-09-27","06:50:37 AM","008833605","008833308","IC1529","008833605/008833308","IC",1
"840","2016-09-27","06:50:47 AM","008833605","008813003","P7302","008833605/008813003","P",0
"841","2016-09-27","07:01:40 AM","008814308","008814001","S61555","008814308/008814001","S",1
"842","2016-09-27","07:35:59 AM","008881166","008814001","P7802","008881166/008814001","P",0
"843","2016-09-27","07:38:15 AM","008814308","008811171","S73457","008814308/008811171","S",1
"844","2016-09-27","07:39:05 AM","008892007","008814001","IC1506","008892007/008814001","IC",1
"845","2016-09-27","07:53:14 AM","008814167","008814134","P7723","008814167/008814134","P",2
